domain,scene,level_band,state,route,variant_no,text,tone_tier,narrative_status,note,group
adventure_event,sect_duel,通用,通用,通用,02,"演武场上，师兄朝你合十一礼，你也回礼——他的拳还没到，拳风先到了。
你硬接三记，退半步时脚跟在青砖上一蹭，借力拧腰，生生把第四记震了回去。
他拳势一滞，变掌锁住你的腕子：""接得住和化得开，是两回事。""",正经,定稿,与师兄过招,sect_jingang
adventure_event,sect_duel,金丹-元婴,通用,通用,03,"连战三场，演武场边的师兄弟围成半个圈子——第三场，你对面站了两个人。
你一敌二，挨了三拳，回了四拳，最后一拳在对方胸口前半寸转掌为拍，顺势扶稳了他。
场边静了一瞬，净持的声音从廊下传来：""打得收得住，才算没白练。""",正经,定稿,车轮战被围观,sect_jingang
adventure_event,sect_duel,练气-筑基,通用,通用,04,"新入门的小沙弥举着拳，认真得眉毛都拧起来，你陪他喂了半个时辰的招。
他一拳打来，你不躲不闪，硬受了一记：""这一拳，劲从哪起的？""
他想了想：""胳膊。""你摇头：""再摸。""他试了三次，第四次才答：""脚跟。""
他再出拳，果然顺了——顺到忘形，一记冲拳没收住，打在自己膝盖上。
你把他从地上捞起来，他苦着脸揉膝盖，你替他拍掉衣上的土：""记住，力从脚跟起，收从膝盖止。""",正经,定稿,陪师弟喂招,sect_jingang
adventure_event,sect_duel,金丹-元婴,通用,通用,05,"入夜，你在罗汉堂角落复盘今日的拳，一板一眼重走架子。
脚步声先到——净持在门槛外站定，没进来，隔着门看了全程，你等着他挑毛病。
他什么也没挑，只在你收架子时说了句：""明日，面壁崖见。""——你把这五个字，当作入寺以来头一回的夸。",正经,定稿,收功复盘,sect_jingang
adventure_event,sect_duel,通用,朔州,通用,06,"木人室里立着十几具铁木桩人，你从早练到晚，关节打得发酸。
收功时，你把最老那具木人肩头的掌印又加深了一分——那是你三年前留下的第一掌。
你摸着自己打出的印子想：它在替你记着，你练了多久。",正经,定稿,木人室,sect_jingang
adventure_event,sect_duel,通用,朔州,通用,07,"韦陀殿里，净持让你当众走一趟拳架，你走到第三式，他叫了停。
""肘太高。""他示范了一遍，又让你从头走。
你走了七遍，才听见他一声""过""——出殿时，你后背的汗已经凉透了。",正经,定稿,韦陀殿,sect_jingang
adventure_event,sect_duel,通用,朔州,通用,08,"面壁崖上的风比别处硬，你因一句妄语被罚面壁三日。
三日后你下来，净持问你参出什么，你答：""话出口之前，先过一遍心。""
他点了点头，让师兄给你端了碗热姜汤——崖上的风没白吹。",正经,定稿,面壁崖,sect_jingang
adventure_event,sect_duel,通用,朔州,通用,09,"寺后的冻土灵泉常年不冻，泉边结着薄霜，水汽却暖。
你练拳伤了腰，在泉边泡了半日，寒气从骨缝里一点点逼出去。
起身时，泉面倒映着极光——你忽然觉得，这点酸疼也算福气。",正经,定稿,冻土灵泉,sect_jingang
adventure_event,sect_duel,通用,朔州,通用,10,"寺外冻溪冰面被踩得发亮，你踏冰练步，一步一顿，练的是下盘。
冰面滑，你摔了不知多少跤，最后一次站稳后，你沿着冰面走了一个来回。
收功时你才发现——冰面上的脚印，从歪歪扭扭，走成了直直的一行。",正经,定稿,冻溪,sect_jingang
adventure_event,sect_duel,通用,朔州,通用,11,"寺前的雪坪被月光照得发白，你赤着脚踩上去，雪在脚下咯吱响。
你在雪里打了一趟拳，收势时，雪地上留下一个完整的脚印圈。
第二天你去看——脚印圈还在，雪又落了一层，像给拳印盖了床被子。",正经,定稿,寺前雪坪,sect_jingang
adventure_event,sect_trial,练气-筑基,通用,通用,01,"方丈让你下山游方三月，你领了度牒，天没亮就出了山门。
朔风灌进领口，你拢了拢僧衣，把念珠缠上手腕。
木门在身后吱呀一声合上，你数着自己的脚步下了山——这是你头一回独自走远路。",正经,定稿,领命下山,sect_jingang
adventure_event,sect_trial,金丹-元婴,通用,通用,02,"官道边的盐车断了轴，盐袋滚了半地，赶车的汉子急得直搓手。
你上前搭了把手，把盐袋一袋袋码回车上，又用树皮绳替他把断轴缠紧。
汉子翻遍口袋要谢你，问是哪家师父：""云州的？还是北边的？""你合十：""金刚寺的。""
他塞给你半袋盐：""拿着路上吃。""——你背着盐袋上路，觉得它比来时扛的那袋还沉些。",正经,定稿,途中遇凡人求助,sect_jingang
adventure_event,sect_trial,通用,通用,通用,03,"两州交界的岔路口，一队他宗弟子正歇脚，见你走来，先收了兵刃。
你合十一礼，领头的抱拳回礼：""大师傅，借道？""你答：""赶路而已，两不相扰。""
江湖规矩：僧俗有别，各走一边——出门在外，和气就是护身符。",正经,定稿,过他宗地界,sect_jingang
adventure_event,sect_trial,练气-筑基,通用,通用,04,"山脚市集，你按单子采办寺里的常例——灯油、盐、粗布，还有一篓干柴。
摊主称完了盐，又往秤盘上添了一把，用油纸包好：""寺里的师父，路上吃。""
你拎着东西往回走，心里盘算：这份人情，得记在寺里账上，回头念经时还。",正经,定稿,山脚市集采办,sect_jingang
adventure_event,sect_trial,金丹-元婴,通用,通用,05,"游方归来，你在山门外解下行囊，先把念珠重新缠好。
净持迎出来，上下看你一眼：""黑了，也稳了。去方丈处交令。""
你走进大殿，玄渡正在佛前添香，头也不回：""回来了就好。歇着吧。""",正经,定稿,回山交令,sect_jingang
adventure_event,sect_trial,通用,朔州,通用,06,"山门外立着一块石碑，碑上""金刚寺""三个字被北风啃得发白。
你在碑前站了片刻，伸手拂去碑顶的积雪。
雪落下来，露出碑脚一行小字——""过此门者，回头看看来的路。""",正经,定稿,寺外冻土碑,sect_jingang
adventure_event,sect_trial,通用,朔州,通用,07,"夜行赶路，你在极光岗歇脚——岗上风大，天边的极光像一匹抖开的旧缎子。
你生了堆火，火苗在风里歪歪扭扭，你守着它坐了一夜。
天亮时极光褪了，岗下有人喊你的法号——是同门师兄，赶了半宿的路来寻你。",正经,定稿,极光岗,sect_jingang
adventure_event,sect_trial,通用,朔州,通用,08,"猎户村口晒着兽皮，木架被北风刮歪了一角，你路过时顺手扶正，又帮着把几根绳重新绷紧。
晒皮的汉子递你一碗热水，看你干活麻利，非要塞你一张旧皮子：""垫脚用。""
你推辞不过，收下了——这张皮子，够你垫上三个冬天。",正经,定稿,猎户村口,sect_jingang
adventure_event,sect_trial,通用,朔州,通用,09,"冰河渡口的船冻在岸边，河面结了厚冰，人直接踩着过去。
你帮一个背盐的老人把盐袋扛过河，冰面上走得小心，两步一停。
过了河，老人非要塞你两个冻梨，你收了——梨冻得梆硬，啃一口，甜得扎牙。",正经,定稿,冰河渡口,sect_jingang
adventure_event,sect_trial,通用,朔州,通用,10,"风雪驿在风口，木门被北风拍得哐哐响。
你进去避风，屋里只有一个卖炭的老汉，他给你挪了个位置，又往炉里添了根柴。
炭火噼啪，你问他前面的路，他塞给你一小块炭：""揣着走，闻着烟囱味就不会迷路。""——这一路，鼻子真的没骗过你。",正经,定稿,风雪驿,sect_jingang
adventure_event,sect_trial,通用,朔州,通用,11,"溪口的木桥被雪压得吱呀响，你过桥时，桥下有两只鹿在喝水。
你放轻脚步，鹿抬头看了看你，又低下头去。
你过了桥，回头看了一眼——两只鹿还在那儿，雪落在它们背上，白了一小片。",正经,定稿,溪口木桥,sect_jingang
adventure_event,elder_guidance,通用,通用,通用,01,"顾望舒把三枚棋子推到你面前：""选一枚，说个理由。""
你选了中间那枚，说它摆得最正——他哼了一声，把三枚全收走了：""答案错了，但至少你敢答。""
你出了观星台还在琢磨：这题到底有没有答案？",正经+冷幽默,定稿,考校,sect_tianji
adventure_event,elder_guidance,金丹-元婴,通用,通用,02,"顾望舒把一卷星图摊开，指尖划过你卡住的关窍：""看这里——不是星动，是你看错了自己的位置。""
你顺着他的指法重新推演一遍，果然通了一角，屋里的灯芯爆了个花。
他收回手：""术数这行，错一步，全盘重来。记着。""",正经,定稿,传术画面,sect_tianji
adventure_event,elder_guidance,练气-筑基,通用,通用,03,"你对着卦盘发呆一整天，裴青萝路过，往你盘上撒了把瓜子：""别瞪了，卦盘不会自己开口——你倒是问啊。""
你试着开口问卦，瓜子壳里滚出一枚""吉""。
她捏着瓜子笑：""看，问出来了吧。""",正经+冷幽默,定稿,点化,sect_tianji
adventure_event,elder_guidance,练气-筑基,通用,通用,04,"裴青萝在案上铺一张空符，笔走龙蛇地画了一道，符纸亮了一瞬又暗下去。
她递给你：""照着画，画满一百张。""
你画到第七十三张才有一张像样的——她拿起来看了看：""七十三，还行。""",正经,定稿,演示,sect_tianji
adventure_event,elder_guidance,金丹-元婴,通用,通用,05,"下山前，顾望舒把一只旧罗盘放进你手里，言简意赅：""认路用。别算自己。""
你谢过要走，他又补一句：""算准了不许说，说了要挨雷劈。""
你攥着罗盘下了楼，心里那点离愁，被他一句话劈没了。",正经+冷幽默,定稿,赠言,sect_tianji
adventure_event,elder_guidance,通用,云州,通用,06,"八角楼的檐下悬着一串串铜风铃，风过时叮当响，是阁里测风的法子。
教习的师兄带你在廊下认风——他说，风有八面，铃有九音，认全了才算入门。
你听了半日，只分得出三种；他也没恼：""慢慢来，铃不赶人。""",正经,定稿,风铃廊,sect_tianji
adventure_event,elder_guidance,通用,云州,通用,07,"阁主书斋的灯彻夜不熄，你进去送茶时，顾望舒正对着一盘残局出神。
你放下茶盏要走，他忽然开口：""你能算出我下一步走哪么？""
你认真看了看棋盘：""走哪步都输。""他难得笑了一下：""茶留下，人出去。""",正经+冷幽默,定稿,阁主书斋,sect_tianji
adventure_event,elder_guidance,通用,云州,通用,08,"八角楼的顶层四面开窗，是望气最好的地方——你轮值守楼，在这里看了一天的云。
云从南来，带雨；云从北来，带风；你把这些记进册子，一条一条。
傍晚收册时，你发现朝西的窗棂上新落了一层灰——西边，是云州城的灯火。",正经,定稿,八角楼顶,sect_tianji
adventure_event,elder_guidance,通用,云州,通用,09,"卦案室的旧卦堆到房梁，你被派去翻检，翻出一卷三十年前的断卦。
卦上批着""天机不可泄""，底下又有人添了一行小字：""主家忘了给钱。""
你捧着这卷卦笑了半天——阁里的先辈，也有等不到卦金的时候。",正经+冷幽默,定稿,卦案室,sect_tianji
adventure_event,elder_guidance,通用,云州,通用,10,"符箓坊的灯亮到三更，你陪老师傅赶完一批订单，满屋都是墨香。
老师傅收笔，把最后一沓符纸压好：""手熟了。明日来，教你画'雨'字诀。""
你出门时，灯还亮着——坊里的规矩，灯不等人，人也不等灯。",正经,定稿,符箓坊,sect_tianji
adventure_event,elder_guidance,通用,云州,通用,11,"云州城墙头的垛口风大，你被派上去校罗盘——墙高，离天近，磁针稳些。
校到一半，城下的守军喊你：""那位先生，你站那么高，小心掉下来！""
你回他：""掉下来也有卦接着。""——说完你自己先笑了，这卦怕是不太灵。",正经+冷幽默,定稿,云州城墙头,sect_tianji
adventure_event,sect_errand,通用,通用,通用,01,"裴青萝把一摞卦案推到你面前：""归档。按年份，按事由，按……算了，按我心情。""
你归档到一半发现——她按的确实是心情，去年三月的事记在腊月名下。
你去找她核对，她头也不抬：""卦案嘛，讲究个天机。""",正经+冷幽默,定稿,派差,sect_tianji
adventure_event,sect_errand,练气-筑基,通用,通用,02,"你抱着刚画好的符纸跑下八角楼，去城东的铺子交货。
路上撞见一个看相的拦人拉生意，拉着路人说""你印堂发黑""。
你路过没说话——生意场上的事，不出手就是出手。",正经,定稿,跑腿路上,sect_tianji
adventure_event,sect_errand,金丹-元婴,通用,通用,03,"顾望舒让你复核三年前的卦册，你把卦册按节气重新摊开比对，末了在惊蛰册的封皮夹层里摸出一张补写的纸条。
你拿去问他，他看了半晌：""改得没错。""又补一句：""但你不该看出来。""
你回了案房，把这句话也记进册子——阁里的话，句句都是卦。",正经+冷幽默,定稿,复核卦案,sect_tianji
adventure_event,sect_errand,练气-筑基,通用,通用,04,"楼下柜台前，一个新来的弟子被客人问住了天象，涨红了脸。
你上前两步，替他把话接过去，三两句岔开了客人的追问。
客人走了，那弟子小声道谢，你摆摆手：""下次问不出来的，就说'待勘'——天机，都待勘。""",正经,定稿,替人解围,sect_tianji
adventure_event,sect_errand,金丹-元婴,通用,通用,05,"你把差事册交回观星台，顾望舒翻了一遍，末了问了一句：""算过自己今年走什么运么？""
你摇头，他难得地弯了下嘴角：""还算明智。算自己的，十有八九要挨雷劈。""",正经+冷幽默,定稿,交差领赏,sect_tianji
adventure_event,sect_errand,通用,云州,通用,06,"符纸库房的架子顶到房梁，你被派去盘库，一沓一沓点数——数到后来，你看见符纸就发晕。
盘完库，你报了个数，管库的师兄咦了一声：""多了三沓。""
你俩对视一眼，把多的三沓分了：""库房的规矩：数不清的，算阁里的。""",正经+冷幽默,定稿,符纸库房,sect_tianji
adventure_event,sect_errand,通用,云州,通用,07,"青石坊市是云州城外的老集市，天机阁的采买常在这里办。
你按单子置办机关件——铜丝、小轮、磁石，摊主一样样给你称好。
末了摊主问：""又是给那栋楼的？""你点头，他往包里多塞了两颗磁石：""替我给楼上带个好。""",正经,定稿,青石坊市,sect_tianji
adventure_event,sect_errand,通用,云州,通用,08,"城西驿站收到一封加急信，指名天机阁收，你跑一趟去取。
驿卒递信时上下打量你：""先生，这信我们驿站传了三道手，没人敢拆。""
你拆了信皮，里面只有一行字——""今夜有雨，记得收符。""你抬头看天，万里无云。",正经,定稿,城西驿站,sect_tianji
adventure_event,sect_errand,通用,云州,通用,09,"阁门房是迎客登记的地方，你值了半天，进来三个问卦的、两个退单的、一只寻路的猫。
猫在门槛上坐了一会儿，见没人理它，自己走了。
管门的师兄望着猫的背影感叹：""还是它干脆，问完就走，绝不纠缠。""",正经+冷幽默,定稿,阁门房,sect_tianji
adventure_event,sect_errand,通用,云州,通用,10,"机关库里锁着阁里的老物件，你被派去给机簧上油。
上油时你碰开一只旧匣，里面是一只木鸟，翅膀上刻着""望舒制""三个字。
你小心地把木鸟放回去，上好了锁——阁主年轻时的手艺，比现在的活儿细。",正经,定稿,机关库,sect_tianji
adventure_event,sect_errand,通用,云州,通用,11,"墨坊在阁后的巷子里，专门制画符的墨，你隔三差五去取货。
老师傅磨墨时不说话，你等墨时也不说话，两人就着墨香干坐。
末了他把墨递给你，终于开了口：""你比上次那个话多的强。""——这算是坊里的最高评价了。",正经+冷幽默,定稿,墨坊,sect_tianji
adventure_event,sect_duel,练气-筑基,通用,通用,01,"符箓场的晨课列队，轮到你时，教习师兄顿了顿：""昨夜的符画完了？""
你举手：""画完了，烧了七张，成了三张。""
师兄点点头，在簿上记下：""烧七成三，罚扫符箓场三日。""",正经+冷幽默,定稿,校场点名,sect_tianji
adventure_event,sect_duel,通用,通用,通用,02,"演武场上，同门朝你亮出一叠符，你也亮了亮自己的——还没开打，两人先数对方的符。
三张符对完，你输了半招，他收手：""符少了，术慢了，回去再画。""
你点头认账：术数这行，输的不是手，是算。",正经,定稿,与同门过招,sect_tianji
adventure_event,sect_duel,金丹-元婴,通用,通用,03,"连破两阵，场边围的人越来越多——第三阵，你对面是两个同门的联手机关阵。
你拆了左路的机关，又算准右路的节奏，最后一刻错身而过，机关停在他俩脚边一寸。
场边静了一瞬，顾望舒的声音从楼上飘下来：""还成。""",正经,定稿,车轮战被围观,sect_tianji
adventure_event,sect_duel,练气-筑基,通用,通用,04,"新来的师弟画符，画得认真，笔下的符却歪七扭八，活像一条醉蚯蚓。
你陪他画了一下午，教他运笔的节奏，他总算画出一条像样的。
他举着符兴冲冲去试，符纸""噗""地烧成灰——你俩对视一眼：""至少，它烧得很标准。""",正经+冷幽默,定稿,陪新手喂招,sect_tianji
adventure_event,sect_duel,金丹-元婴,通用,通用,05,"入夜，你在符箓场角落复盘今日的败招，一板一眼重新推演。
裴青萝拎着灯来看了一眼：""输的那步，你算到第几层？""
你答""第三层""，她吹了吹灯芯：""难怪——人家算到第四层。""",正经+冷幽默,定稿,收功复盘,sect_tianji
adventure_event,sect_duel,通用,云州,通用,06,"机巧阁里摆着阁里前辈造的机关人，你被派去陪它过招——它一招一式，都是旧人的手笔。
你和机关人对拆了几十招，它忽然停了，关节咔咔响了两声。
守阁的师兄说：""它认你了，记住你的路数了。""——你有点发毛，又有点得意。",正经,定稿,机巧阁,sect_tianji
adventure_event,sect_duel,通用,云州,通用,07,"符试场是验符的地方，你画了一沓符，一张张试过去，烧了大半。
最后一张亮了，你大喜，举着它跑去找教习师兄。
他看了看：""亮是亮了。""顿了一下：""可是你把符画反了。""——你举着那张""反向""的符，半天没说出话。",正经+冷幽默,定稿,符试场,sect_tianji
adventure_event,sect_duel,通用,云州,通用,08,"棋盘室是阁里弟子以棋比术的地方——落子如布阵，一局能下一天。
你和师兄下了一局，他赢你半目，收子时点评：""你的棋，气太盛。""
你回去琢磨了一夜：术数如棋，气盛则漏——这句话，比赢棋值钱。",正经,定稿,棋盘室,sect_tianji
adventure_event,sect_duel,通用,云州,通用,09,"藏器阁收着阁里历代弟子的法器，你被派去擦拭——抹布擦到一根短杖时，杖头""啪""地亮了。
管阁的老先生闻声赶来，看了看：""哦，它认你。""
你问认了会怎样，他想了想：""大概是想让你带它出去转转。""——你俩对着这根发光的杖子，谁也没敢先伸手。",正经+冷幽默,定稿,藏器阁,sect_tianji
adventure_event,sect_duel,通用,云州,通用,10,"天机阁的飞檐，是弟子们比身法的地方——脚下一错，就要到邻楼檐上去借力。
你与师兄在檐上过了三回，输了半招，脚下一滑，被他一把捞住。
他把你提回檐上：""身法差点，认路的功夫倒是一流。""——你记住了这句话，比赢还受用。",正经,定稿,檐上,sect_tianji
adventure_event,sect_duel,通用,云州,通用,11,"水镜台是一方水池，水面平得能照见星图，是阁里验术的地方。
你对着水镜验一道新符，符成，水面只起了一丝涟漪——师兄说：""成了。""
你正高兴，他补一句：""按规矩，验成的符要泡在水里看三天，防它漏水。""你看着那道符，忽然觉得它有点可怜。",正经+冷幽默,定稿,水镜台,sect_tianji
adventure_event,sect_trial,练气-筑基,通用,通用,01,"顾望舒派你下山走一趟堪舆的差，你领了差帖和罗盘，天没亮就出了阁门。
晨雾里，八角楼的檐角在身后渐渐模糊，你低头看了看新配的罗盘。
这是你头一回独自出远差——楼里的规矩，出得去，才算学得成。",正经,定稿,领命下山,sect_tianji
adventure_event,sect_trial,金丹-元婴,通用,通用,02,"官道上，一个赶路的书生拦住你，问你""前路吉凶""。
你掐指算了算，认真答他：""吉。但你要先绕过前面那个泥坑。""
书生千恩万谢走了，你看着他的背影想：这卦就值一个泥坑的卦金。",正经+冷幽默,定稿,途中遇凡人求助,sect_tianji
adventure_event,sect_trial,通用,通用,通用,03,"两州交界的驿道上，你正蹲着看界碑的刻字，身后传来一声：""看碑的，哪一派的？""
你起身，一队青云门弟子在道上停脚，领头的按着剑，倒没拔出来。
你抱拳自报""天机阁，路过堪舆""，他松了剑柄回礼——算命的遇上修道的，各走各的，都不容易。",正经,定稿,过他宗地界,sect_tianji
adventure_event,sect_trial,练气-筑基,通用,通用,04,"山脚市集，你支了个小摊替人看卦，卦资随缘，收了两把青菜。
收摊时，一个妇人抱来一只病鸡，问你""还有救吗""，你看了看：""啄食还行，命硬。""
三天后你在城门口遇见那只鸡，精神得很，妇人朝你直招手。",正经+冷幽默,定稿,山脚市集采办,sect_tianji
adventure_event,sect_trial,金丹-元婴,通用,通用,05,"回阁交差，你把堪舆图和差帖一并交到观星台。
顾望舒展开图看了半晌，抬头：""画得不错。""顿了一下：""就是方向反了。""
你一愣，他难得笑出一声：""逗你的。方向没错，图很好。""",正经+冷幽默,定稿,回山交令,sect_tianji
adventure_event,sect_trial,通用,云州,通用,06,"云州城南门是出城的路，你领差出城，守门的兵士认得你，也没查牌子，只点了点头。
你出了门，回头看了一眼城门洞——门洞上方刻着""云州""两个字，被日头晒得发白。
这是你第几回从这里出城，你记不清了；但每一次回来，门洞都在。",正经,定稿,城南门,sect_tianji
adventure_event,sect_trial,通用,云州,通用,07,"城外药田的垄沟里，一个老农正弯腰拔草，你路过，蹲下帮他把一垄草拔完。
他直起腰问你：""先生是城里那栋楼的？""你点头，他抹了把汗：""难怪，你们认得药。""
你笑——天机阁的人认得星，也认得草；城里城外，都是学问。",正经,定稿,药田垄上,sect_tianji
adventure_event,sect_trial,通用,云州,通用,08,"城西茶山的古道通到半山腰，你陪阁里的老先生去看山——他说茶山的气脉和星象对得上。
走到半道，他忽然站住：""你听，这山在喘气。""你侧耳听了半天，只听见风声。
老先生恨铁不成钢：""风就是山的喘气。回去多读两卷书。""——你默默记下：山会喘气，读书有用。",正经+冷幽默,定稿,茶山古道,sect_tianji
adventure_event,sect_trial,通用,云州,通用,09,"云州城外的溪上有人撑筏，你搭了一程顺风筏，筏夫是个话痨，一路讲城里的新鲜事。
讲到一半他问你：""先生，你们楼里真有能掐会算的？""
你想了想：""有。但算得最准的，是收账的。""筏夫笑得筏都晃了。",正经+冷幽默,定稿,溪畔行舟,sect_tianji
adventure_event,sect_trial,通用,云州,通用,10,"城郊碑亭立着一块老碑，碑上记着云州开城的旧事，字迹被风雨磨平了大半。
你路过时，一位老先生正对着碑临帖，一笔一画，比画符还认真。
你站了一会儿，没打扰他，走了——走出很远，还在想他笔下的那一横。",正经,定稿,城郊碑亭,sect_tianji
adventure_event,sect_trial,通用,云州,通用,11,"云州每月的灯市，是城里最亮的时候——满街的灯，把天都映红半边。
你混在人群里，看灯，也看人。一个算命的拦住你：""先生，算一卦？""
你摇头：""同行。""——他看了你一眼，默默地走开了，连灯都没敢多看。",正经+冷幽默,定稿,灯市,sect_tianji
adventure_event,elder_guidance,通用,通用,通用,01,"毒无涯把三只虫盅摆在你面前：""挑一只，养三天，养死了算你输。""
你挑了中间那只最蔫的——三天后，它精神得咬了你一口。
毒无涯看着你手上的牙印，难得点了个头：""活下来的人是对的。""",玩梗灰,定稿,考校,sect_wandu
adventure_event,elder_guidance,金丹-元婴,通用,通用,02,"毒无涯传你一道毒功，说是""以毒养脉""——你练了三天，脸绿了三天。
第四天你照镜子，绿的深浅刚刚好，他看了一眼：""可以了，这就是入门色。""
你顶着这张脸出门，门里的弟子见了你，都自觉地让出三尺。",玩梗灰,定稿,传功画面,sect_wandu
adventure_event,elder_guidance,练气-筑基,通用,通用,03,"你对着药鼎发呆，怎么都配不出一炉解药，蝎娘子路过，往鼎里扔了片叶子。
鼎里的药汤""咕嘟""一声，颜色从浊变清。
你大喜，她头也不回：""解药之毒，毒药之解，一个理。想不通，就多中几次毒。""",玩梗灰,定稿,点化,sect_wandu
adventure_event,elder_guidance,练气-筑基,通用,通用,04,"蝎娘子当众演示了一回以毒攻毒，手法之快，你只看见她指间闪了三下。
演示完，桌上那只中毒的蛊虫活蹦乱跳，围观的新弟子纷纷叫好。
她扫了一圈：""都看懂了？""众人点头，她淡淡道：""看懂了就去练，练死了算我的。""",玩梗灰,定稿,演示,sect_wandu
adventure_event,elder_guidance,金丹-元婴,通用,通用,05,"下山前，毒无涯把你叫到药房，塞给你一只小陶瓶：""几粒解毒丹，省着用。""
你谢过要走，他在身后补了一句：""用完了记得回来补——门里不养不会中毒的废物。""
你攥着陶瓶下了山：这话听着像骂人，细想，是担心。",玩梗灰,定稿,赠言,sect_wandu
adventure_event,elder_guidance,通用,蛮州,通用,06,"百毒窟的夜，虫鸣比日头还响，你提着灯守在蛊房外值夜。
一只大得离谱的蜈蚣从灯影边爬过，你盯着它爬进草丛，安心地收回目光。
门里的规矩：百毒窟里，谁睡得着，谁就是老大。",玩梗灰,定稿,百毒窟,sect_wandu
adventure_event,elder_guidance,通用,蛮州,通用,07,"瘴气谷口终年飘着一层青雾，外人望而却步，门里人拿它当天然的门帘。
你出谷办事，走到谷口，正撞见一个迷路的货郎，他看见你，又如获大赦又不敢靠近。
你指了条出山的道，他谢了又谢，跑得比瘴气还快。",玩梗灰,定稿,瘴气谷口,sect_wandu
adventure_event,elder_guidance,通用,蛮州,通用,08,"百虫谷是门里放养野虫的地方，你被派去查虫口——其实就是在谷口数一数有没有虫跑出来。
你数到一半，一条胳膊粗的蛇从你脚边游过，你目送它游进草丛。
记数时你犹豫了一下，还是把它记上了：跑出去一条，改日再补一条。",玩梗灰,定稿,百虫谷,sect_wandu
adventure_event,elder_guidance,通用,蛮州,通用,09,"蛇窟里豢着门里的蛇，你喂食时，一条小白蛇缠上你的手腕，甩都甩不掉。
你举着它去找蝎娘子，她看了看：""它认你。养着吧。""
你问怎么养，她扔过来一本册子：""照着喂。喂死了算你的。""——小白蛇在你腕上，安心地打了个哈欠。",玩梗灰,定稿,蛇窟,sect_wandu
adventure_event,elder_guidance,通用,蛮州,通用,10,"药庐的老药师熬毒药像熬粥，一锅下去，满庐都是呛人的味道。
你被派去帮工，他让你看着火，交代：""火大了药废，火小了虫死。""
你看了一下午的火，出锅时他尝了尝，点头：""还行，毒不死人。""",玩梗灰,定稿,药庐,sect_wandu
adventure_event,elder_guidance,通用,蛮州,通用,11,"谷中毒泉的水色发绿，据说泡过这泉的虫，性子都烈三分。
你试了一回，把一只蔫虫放进泉里，它当场精神了，爬得比你跑得还快。
你把虫捞回来，对泉拱了拱手：""谢泉爷赏。""——泉水咕嘟了一声，像是在应你。",玩梗灰,定稿,毒泉,sect_wandu
adventure_event,sect_errand,通用,通用,通用,01,"蝎娘子把一只竹篓推到你面前：""喂蛊。喂完把账记上。""
你揭开篓盖，里面密密麻麻的蛊虫齐刷刷振了振翅，像在点菜。
你喂了一个时辰，记账时发现：篓里的虫，比你喂的还多。",玩梗灰,定稿,派差,sect_wandu
adventure_event,sect_errand,练气-筑基,通用,通用,02,"你被派去后山瘴林采毒草，来回一趟，衣角被毒虫咬出三个洞。
回来交差，蝎娘子看了看你的衣服：""虫认得路，你不认得。""
她扔给你一瓶药：""抹上，下回虫绕着你走。""——你抹完发现，虫确实绕着你走了。",玩梗灰,定稿,跑腿路上,sect_wandu
adventure_event,sect_errand,金丹-元婴,通用,通用,03,"蛊房的账目对不上，蝎娘子把两本册子推给你：""复核。""
你从日中查到日落，末了在虫卵房角落里逮住一只大蛊虫，正把登记簿往窝里拖——簿角全是牙印。
你拎着虫和簿子回去复命，蝎娘子看了看，把虫放回窝里：""它认字不全，账记得倒比你清楚。""——你决定以后复核，先锁虫卵房。",玩梗灰,定稿,复核蛊账,sect_wandu
adventure_event,sect_errand,练气-筑基,通用,通用,04,"新入门的师弟被一只大蛊虫追得满院跑，你上前一步，伸手把虫提起来。
虫在你手里蹬了蹬腿，老实了，师弟瘫坐在地：""师兄，它怎么不听我的话？""
你把虫放回蛊房：""它跟你不熟。先喂它三天，再谈感情。""",玩梗灰,定稿,替人解围,sect_wandu
adventure_event,sect_errand,金丹-元婴,通用,通用,05,"月末交差，你把蛊房账册交回蝎娘子，她翻了翻，眉梢都没动。
末了她把册子一合：""养得不错。""停顿片刻：""比上次养得仔细。""
你等了等，她没说上次怎么了——账册后传来一声哼：""虫的账，比人的清楚。""",玩梗灰,定稿,交差领赏,sect_wandu
adventure_event,sect_errand,通用,蛮州,通用,06,"毒草畦在谷东的坡地上，一畦一畦，比庄稼还齐整——万毒门的庄稼，是带刺的。
你被派去除草，除到一半发现：畦里的草比畦外的毒，你得挑着拔。
收工时你数了数手指，还好，都在。",玩梗灰,定稿,毒草畦,sect_wandu
adventure_event,sect_errand,通用,蛮州,通用,07,"虫卵房的架子上摆着一排排陶盘，盘里的虫卵圆滚滚的，像一排排小眼睛。
你被派去给虫卵翻面，翻到一半，一只卵裂了，钻出一条比你小指还细的虫。
它探出半截身子，又缩回去了——你对着陶盘小声说：""出来混，早晚要见面的。""",玩梗灰,定稿,虫卵房,sect_wandu
adventure_event,sect_errand,通用,蛮州,通用,08,"晾毒架上一排排晒着处理好的毒材，你被派去翻晒，戴着手套，动作比绣花还轻。
翻到一株赤红色的草时，你多看了两眼，指尖隔着手套都发麻。
你默默把草挪到架尾，又找了块布垫了两层——有些东西，认识就行，别走太近。",玩梗灰,定稿,晾毒架,sect_wandu
